# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AT5G04090	AT5G04090	AT5G04090.2	protein_coding	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	6
AT5G04210	AT5G04210	AT5G04210.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G04347	AT5G04347	AT5G04347.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G04350	AT5G04350	AT5G04350.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G04420	AT5G04420	AT5G04420.1	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT5G04420	AT5G04420	AT5G04420.2	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT5G04420	AT5G04420	AT5G04420.3	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT5G04440	AT5G04440	AT5G04440.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AT5G04460	AT5G04460	AT5G04460.1	protein_coding	2	2	1	0	0	0	0	0	4	1	0	0	2	3	0	0	0	0
AT5G04460	AT5G04460	AT5G04460.2	protein_coding	2	2	1	0	0	0	0	0	4	1	0	0	2	3	0	0	0	0
AT5G04460	AT5G04460	AT5G04460.3	protein_coding	2	2	1	0	0	0	0	0	4	1	0	0	2	3	0	0	0	0
AT5G04550	AT5G04550	AT5G04550.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G04600	AT5G04600	AT5G04600.1	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	1
AT5G04610	AT5G04610	AT5G04610.1	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
AT5G04700	AT5G04700	AT5G04700.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G04710	AT5G04710	AT5G04710.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AT5G04781	AT5G04781	AT5G04781.1	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G04790	AT5G04790	AT5G04790.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G04880	AT5G04880	AT5G04880.1	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT5G04885	AT5G04885	AT5G04885.1	protein_coding	0	1	0	2	0	0	0	1	2	0	0	0	0	1	0	0	0	0
AT5G04895	AT5G04895	AT5G04895.1	protein_coding	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2
AT5G04980	AT5G04980	AT5G04980.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G04980	AT5G04980	AT5G04980.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G05010	AT5G05010	AT5G05010.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G05010	AT5G05010	AT5G05010.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G05050	AT5G05050	AT5G05050.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G05060	AT5G05060	AT5G05060.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT5G05200	AT5G05200	AT5G05200.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AT5G05210	AT5G05210	AT5G05210.1	protein_coding	0	1	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0
AT5G05210	AT5G05210	AT5G05210.2	protein_coding	0	1	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0
AT5G05220	AT5G05220	AT5G05220.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AT5G05600	AT5G05600	AT5G05600.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G05640	AT5G05640	AT5G05640.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G05650	AT5G05650	AT5G05650.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G05657	AT5G05657	AT5G05657.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0
AT5G05670	AT5G05670	AT5G05670.1	protein_coding	1	0	0	6	0	0	0	6	1	0	0	1	0	0	0	0	0	0
AT5G05670	AT5G05670	AT5G05670.2	protein_coding	1	0	0	6	0	0	0	6	1	0	0	1	0	0	0	0	0	0
AT5G05710	AT5G05710	AT5G05710.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G05720	AT5G05720	AT5G05720.1	protein_coding	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	1
AT5G05750	AT5G05750	AT5G05750.1	protein_coding	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	5
AT5G05820	AT5G05820	AT5G05820.1	protein_coding	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
AT5G05830	AT5G05830	AT5G05830.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT5G05840	AT5G05840	AT5G05840.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT5G05960	AT5G05960	AT5G05960.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AT5G05965	AT5G05965	AT5G05965.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AT5G06120	AT5G06120	AT5G06120.1	protein_coding	1	1	0	2	0	0	0	1	3	0	0	0	1	1	0	0	0	0
AT5G06120	AT5G06120	AT5G06120.2	protein_coding	1	1	0	2	0	0	0	1	3	0	0	0	1	1	0	0	0	0
AT5G06120	AT5G06120	AT5G06120.3	protein_coding	1	1	0	2	0	0	0	1	3	0	0	0	1	1	0	0	0	0
AT5G06120	AT5G06120	AT5G06120.4	protein_coding	1	1	0	2	0	0	0	1	3	0	0	0	1	1	0	0	0	0
AT5G06125	AT5G06125	AT5G06125.1	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	1
AT5G06130	AT5G06130	AT5G06130.1	protein_coding	0	1	0	3	0	0	0	3	0	0	0	0	0	0	0	0	1	0
AT5G06130	AT5G06130	AT5G06130.2	protein_coding	0	1	0	3	0	0	0	3	0	0	0	0	0	0	0	0	1	0
AT5G06165	AT5G06165	AT5G06165.1	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G06180	AT5G06180	AT5G06180.1	protein_coding	2	0	0	1	0	0	0	0	3	0	0	0	2	0	0	0	0	0
AT5G06180	AT5G06180	AT5G06180.2	protein_coding	2	0	0	1	0	0	0	0	3	0	0	0	2	0	0	0	0	0
AT5G06190	AT5G06190	AT5G06190.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AT5G06190	AT5G06190	AT5G06190.2	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AT5G06210	AT5G06210	AT5G06210.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AT5G06260	AT5G06260	AT5G06260.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AT5G06265	AT5G06265	AT5G06265.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT5G06265	AT5G06265	AT5G06265.2	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT5G06265	AT5G06265	AT5G06265.3	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT5G06270	AT5G06270	AT5G06270.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT5G06278	AT5G06278	AT5G06278.1	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G06280	AT5G06280	AT5G06280.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G06550	AT5G06550	AT5G06550.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G06590	AT5G06590	AT5G06590.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT5G06830	AT5G06830	AT5G06830.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT5G06930	AT5G06930	AT5G06930.1	protein_coding	0	0	1	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0
AT5G06940	AT5G06940	AT5G06940.1	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
AT5G06970	AT5G06970	AT5G06970.1	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AT5G06980	AT5G06980	AT5G06980.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G06980	AT5G06980	AT5G06980.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G06980	AT5G06980	AT5G06980.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G06980	AT5G06980	AT5G06980.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G07080	AT5G07080	AT5G07080.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G07260	AT5G07260	AT5G07260.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G07260	AT5G07260	AT5G07260.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G07360	AT5G07360	AT5G07360.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT5G07360	AT5G07360	AT5G07360.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT5G07380	AT5G07380	AT5G07380.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G07380	AT5G07380	AT5G07380.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G07380	AT5G07380	AT5G07380.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G07572	AT5G07572	AT5G07572.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G07590	AT5G07590	AT5G07590.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AT5G07600	AT5G07600	AT5G07600.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G07610	AT5G07610	AT5G07610.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G07620	AT5G07620	AT5G07620.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G07730	AT5G07730	AT5G07730.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G07790	AT5G07790	AT5G07790.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G07790	AT5G07790	AT5G07790.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G07800	AT5G07800	AT5G07800.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G07820	AT5G07820	AT5G07820.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT5G07840	AT5G07840	AT5G07840.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT5G07850	AT5G07850	AT5G07850.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT5G08075	AT5G08075	AT5G08075.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT5G08090	AT5G08090	AT5G08090.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT5G08100	AT5G08100	AT5G08100.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT5G08100	AT5G08100	AT5G08100.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT5G08110	AT5G08110	AT5G08110.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT5G08250	AT5G08250	AT5G08250.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G08270	AT5G08270	AT5G08270.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G08350	AT5G08350	AT5G08350.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT5G08360	AT5G08360	AT5G08360.1	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1
AT5G08390	AT5G08390	AT5G08390.1	protein_coding	0	1	0	4	0	0	0	3	1	0	0	0	0	1	0	0	0	1
AT5G08391	AT5G08391	AT5G08391.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT5G08400	AT5G08400	AT5G08400.1	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
AT5G08400	AT5G08400	AT5G08400.2	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
AT5G08420	AT5G08420	AT5G08420.1	protein_coding	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	3
AT5G08430	AT5G08430	AT5G08430.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AT5G08440	AT5G08440	AT5G08440.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G08440	AT5G08440	AT5G08440.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G08450	AT5G08450	AT5G08450.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT5G08450	AT5G08450	AT5G08450.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT5G08450	AT5G08450	AT5G08450.3	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT5G08460	AT5G08460	AT5G08460.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G08565	AT5G08565	AT5G08565.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G08565	AT5G08565	AT5G08565.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G08570	AT5G08570	AT5G08570.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT5G08580	AT5G08580	AT5G08580.1	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
AT5G08600	AT5G08600	AT5G08600.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT5G08600	AT5G08600	AT5G08600.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT5G08630	AT5G08630	AT5G08630.1	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
AT5G08650	AT5G08650	AT5G08650.1	protein_coding	0	2	1	2	0	0	0	0	2	1	0	0	0	2	0	0	0	2
AT5G08660	AT5G08660	AT5G08660.1	protein_coding	0	0	2	2	0	0	0	1	0	2	0	0	0	0	0	0	0	1
AT5G08670	AT5G08670	AT5G08670.1	protein_coding	0	0	1	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0
AT5G08680	AT5G08680	AT5G08680.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G08690	AT5G08690	AT5G08690.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G09225	AT5G09225	AT5G09225.1	protein_coding	1	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0
AT5G09240	AT5G09240	AT5G09240.1	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AT5G09240	AT5G09240	AT5G09240.2	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AT5G09240	AT5G09240	AT5G09240.3	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AT5G09270	AT5G09270	AT5G09270.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT5G09270	AT5G09270	AT5G09270.2	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT5G09280	AT5G09280	AT5G09280.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT5G09310	AT5G09310	AT5G09310.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G09340	AT5G09340	AT5G09340.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G09345	AT5G09345	AT5G09345.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G09370	AT5G09370	AT5G09370.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G09370	AT5G09370	AT5G09370.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G09380	AT5G09380	AT5G09380.1	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT5G09390	AT5G09390	AT5G09390.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT5G09390	AT5G09390	AT5G09390.2	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT5G09430	AT5G09430	AT5G09430.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G09876	AT5G09876	AT5G09876.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G09880	AT5G09880	AT5G09880.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AT5G09890	AT5G09890	AT5G09890.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G09890	AT5G09890	AT5G09890.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G09995	AT5G09995	AT5G09995.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT5G09995	AT5G09995	AT5G09995.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT5G09995	AT5G09995	AT5G09995.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT5G10010	AT5G10010	AT5G10010.1	protein_coding	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
AT5G10020	AT5G10020	AT5G10020.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT5G10020	AT5G10020	AT5G10020.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT5G10160	AT5G10160	AT5G10160.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
AT5G10190	AT5G10190	AT5G10190.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G10278	AT5G10278	AT5G10278.2	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G10370	AT5G10370	AT5G10370.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G10410	AT5G10410	AT5G10410.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G10420	AT5G10420	AT5G10420.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G10455	AT5G10455	AT5G10455.1	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	1
AT5G10460	AT5G10460	AT5G10460.1	protein_coding	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	3
AT5G10620	AT5G10620	AT5G10620.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT5G10630	AT5G10630	AT5G10630.1	protein_coding	0	2	0	1	0	0	0	1	2	0	0	0	0	2	0	0	0	0
AT5G10630	AT5G10630	AT5G10630.2	protein_coding	0	2	0	1	0	0	0	1	2	0	0	0	0	2	0	0	0	0
AT5G10650	AT5G10650	AT5G10650.1	protein_coding	0	0	1	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0
AT5G10650	AT5G10650	AT5G10650.2	protein_coding	0	0	1	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0
AT5G10660	AT5G10660	AT5G10660.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G10660	AT5G10660	AT5G10660.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G10695	AT5G10695	AT5G10695.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT5G10695	AT5G10695	AT5G10695.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT5G10700	AT5G10700	AT5G10700.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT5G10710	AT5G10710	AT5G10710.1	protein_coding	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
AT5G10710	AT5G10710	AT5G10710.2	protein_coding	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
AT5G10710	AT5G10710	AT5G10710.3	protein_coding	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
AT5G10730	AT5G10730	AT5G10730.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AT5G10740	AT5G10740	AT5G10740.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G10745	AT5G10745	AT5G10745.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G10800	AT5G10800	AT5G10800.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AT5G10820	AT5G10820	AT5G10820.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AT5G10830	AT5G10830	AT5G10830.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AT5G10850	AT5G10850	AT5G10850.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G10880	AT5G10880	AT5G10880.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G10890	AT5G10890	AT5G10890.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G10900	AT5G10900	AT5G10900.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G10946	AT5G10946	AT5G10946.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G10950	AT5G10950	AT5G10950.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AT5G11010	AT5G11010	AT5G11010.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT5G11010	AT5G11010	AT5G11010.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT5G11010	AT5G11010	AT5G11010.3	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT5G11020	AT5G11020	AT5G11020.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT5G11027	AT5G11027	AT5G11027.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT5G11090	AT5G11090	AT5G11090.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G11130	AT5G11130	AT5G11130.1	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
AT5G11140	AT5G11140	AT5G11140.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G11230	AT5G11230	AT5G11230.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT5G11240	AT5G11240	AT5G11240.1	protein_coding	1	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0
AT5G11242	AT5G11242	AT5G11242.1	pseudogene	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT5G11250	AT5G11250	AT5G11250.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT5G11290	AT5G11290	AT5G11290.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G11310	AT5G11310	AT5G11310.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G11370	AT5G11370	AT5G11370.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AT5G11400	AT5G11400	AT5G11400.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AT5G11400	AT5G11400	AT5G11400.2	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AT5G11410	AT5G11410	AT5G11410.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AT5G11550	AT5G11550	AT5G11550.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT5G11560	AT5G11560	AT5G11560.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AT5G11810	AT5G11810	AT5G11810.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT5G11820	AT5G11820	AT5G11820.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT5G11840	AT5G11840	AT5G11840.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
